/media/data_dump/hemant/data/image_net/val//n02277742/46n02277742_13327.JPEG,4
/media/data_dump/hemant/data/image_net/val//n02100735/n02100735_7973.JPEG,91
/media/data_dump/hemant/data/image_net/val//n02107574/n02107574_1876.JPEG,75
/media/data_dump/hemant/data/image_net/val//n07873807/n07873807_8370.JPEG,36
/media/data_dump/hemant/data/image_net/val//n02415577/n02415577_29017.JPEG,38
/media/data_dump/hemant/data/image_net/val//n03447447/n03447447_934.JPEG,28
/media/data_dump/hemant/data/image_net/val//n02110185/n02110185_11373.JPEG,95
/media/data_dump/hemant/data/image_net/val//n02102177/n02102177_9169.JPEG,59
/media/data_dump/hemant/data/image_net/val//n02090379/n02090379_276.JPEG,3
/media/data_dump/hemant/data/image_net/val//n02086646/16n02086646_1014.JPEG,79
/media/data_dump/hemant/data/image_net/val//n07714571/n07714571_3222.JPEG,5
/media/data_dump/hemant/data/image_net/val//n07714571/n07714571_875.JPEG,5
/media/data_dump/hemant/data/image_net/val//n04152593/46n04152593_21792.JPEG,51
/media/data_dump/hemant/data/image_net/val//n02109961/44n02109961_42830.JPEG,53
/media/data_dump/hemant/data/image_net/val//n02109961/n02109961_4763.JPEG,53
/media/data_dump/hemant/data/image_net/val//n02108089/n02108089_635.JPEG,45
/media/data_dump/hemant/data/image_net/val//n02099601/n02099601_9701.JPEG,89
/media/data_dump/hemant/data/image_net/val//n02101006/n02101006_753.JPEG,25
/media/data_dump/hemant/data/image_net/val//n02013706/31n02013706_1682.JPEG,63
/media/data_dump/hemant/data/image_net/val//n03814639/n03814639_5019.JPEG,47
/media/data_dump/hemant/data/image_net/val//n02101388/n02101388_26585.JPEG,48
/media/data_dump/hemant/data/image_net/val//n02958343/20n02958343_7980.JPEG,78
/media/data_dump/hemant/data/image_net/val//n02090379/45n02090379_1302.JPEG,3
/media/data_dump/hemant/data/image_net/val//n03255030/n03255030_1233.JPEG,27
/media/data_dump/hemant/data/image_net/val//n01503061/14n01503061_4089.JPEG,0
/media/data_dump/hemant/data/image_net/val//n04099969/n04099969_1704.JPEG,37
/media/data_dump/hemant/data/image_net/val//n02085620/8n02085620_32158.JPEG,32
/media/data_dump/hemant/data/image_net/val//n02013706/3n02013706_2599.JPEG,63
/media/data_dump/hemant/data/image_net/val//n02104029/n02104029_8209.JPEG,60
/media/data_dump/hemant/data/image_net/val//n01784675/n01784675_866.JPEG,33
