/home/tnameh/data/image_net/train//n02879718/n02879718_5089.JPEG,88
/home/tnameh/data/image_net/train//n02099601/n02099601_563.JPEG,64
/home/tnameh/data/image_net/train//n02437312/n02437312_13599.JPEG,56
/home/tnameh/data/image_net/train//n07714571/n07714571_21550.JPEG,48
/home/tnameh/data/image_net/train//n07747607/n07747607_9900.JPEG,52
/home/tnameh/data/image_net/train//n02087394/n02087394_10188.JPEG,70
/home/tnameh/data/image_net/train//n02423022/n02423022_9879.JPEG,91
/home/tnameh/data/image_net/train//n02090379/n02090379_819.JPEG,27
/home/tnameh/data/image_net/train//n01693334/n01693334_6022.JPEG,17
/home/tnameh/data/image_net/train//n02106166/n02106166_2111.JPEG,92
/home/tnameh/data/image_net/train//n02109047/n02109047_27593.JPEG,31
/home/tnameh/data/image_net/train//n02101006/n02101006_12842.JPEG,57
/home/tnameh/data/image_net/train//n02132136/n02132136_3189.JPEG,18
/home/tnameh/data/image_net/train//n01770393/n01770393_31027.JPEG,15
/home/tnameh/data/image_net/train//n02111277/n02111277_6662.JPEG,95
/home/tnameh/data/image_net/train//n02100877/n02100877_21380.JPEG,10
/home/tnameh/data/image_net/train//n02084071/n02084071_819.JPEG,37
/home/tnameh/data/image_net/train//n02110185/n02110185_6597.JPEG,65
/home/tnameh/data/image_net/train//n03255030/n03255030_1438.JPEG,11
/home/tnameh/data/image_net/train//n02815834/n02815834_1618.JPEG,73
/home/tnameh/data/image_net/train//n02111277/n02111277_1401.JPEG,95
/home/tnameh/data/image_net/train//n02110185/n02110185_8872.JPEG,65
/home/tnameh/data/image_net/train//n02281406/n02281406_8813.JPEG,80
/home/tnameh/data/image_net/train//n01820546/n01820546_2160.JPEG,30
/home/tnameh/data/image_net/train//n01641577/n01641577_5143.JPEG,45
/home/tnameh/data/image_net/train//n02106382/n02106382_2999.JPEG,36
/home/tnameh/data/image_net/train//n02109961/n02109961_16520.JPEG,83
/home/tnameh/data/image_net/train//n01910747/n01910747_19337.JPEG,4
/home/tnameh/data/image_net/train//n03085013/n03085013_25047.JPEG,69
/home/tnameh/data/image_net/train//n02395406/n02395406_5968.JPEG,86
/home/tnameh/data/image_net/train//n02100877/n02100877_461.JPEG,10
/home/tnameh/data/image_net/train//n02092002/n02092002_1179.JPEG,67
/home/tnameh/data/image_net/train//n04356056/n04356056_9965.JPEG,98
/home/tnameh/data/image_net/train//n01693334/n01693334_13786.JPEG,17
/home/tnameh/data/image_net/train//n01693334/n01693334_6763.JPEG,17
/home/tnameh/data/image_net/train//n02100735/n02100735_3287.JPEG,22
/home/tnameh/data/image_net/train//n02277742/n02277742_36167.JPEG,43
/home/tnameh/data/image_net/train//n02802426/n02802426_10842.JPEG,58
/home/tnameh/data/image_net/train//n04118538/n04118538_13866.JPEG,21
